ENSG00000122359,ENSG00000168685,ENSG00000100650,ENSG00000155657,ENSG00000132424,ENSG00000229164,ENSG00000160799,ENSG00000115523,ENSG00000170776,ENSG00000147168,ENSG00000167286,ENSG00000072818,ENSG00000148303,ENSG00000117614,ENSG00000182866,ENSG00000211772,ENSG00000198851,ENSG00000136717,ENSG00000139626,ENSG00000111796,ENSG00000004779,ENSG00000166927,ENSG00000122986,ENSG00000124357,ENSG00000141293,ENSG00000100453,ENSG00000102879,ENSG00000169738,ENSG00000247774,ENSG00000101361,ENSG00000167526,ENSG00000124383,ENSG00000211829,ENSG00000077420,ENSG00000108798,ENSG00000127837,ENSG00000197958,ENSG00000105640,ENSG00000089157,ENSG00000145287,ENSG00000158411,ENSG00000123143,ENSG00000130303,ENSG00000136286,ENSG00000145425,ENSG00000130811,ENSG00000105374,ENSG00000198034,ENSG00000035928,ENSG00000178028,ENSG00000126456,ENSG00000026297,ENSG00000179091,ENSG00000110711,ENSG00000204628,ENSG00000145494,ENSG00000100138,ENSG00000133112,ENSG00000163466,ENSG00000156508,ENSG00000011454,ENSG00000114439,ENSG00000168653,ENSG00000077254,ENSG00000169504,ENSG00000103175,ENSG00000100994,ENSG00000143418,ENSG00000205038,ENSG00000113328,ENSG00000150991,ENSG00000173210,ENSG00000138722,ENSG00000057294,ENSG00000117400,ENSG00000175063,ENSG00000160588,ENSG00000078018,ENSG00000096060,ENSG00000255007,ENSG00000257267,ENSG00000204397,ENSG00000165949,ENSG00000177731,ENSG00000109475,ENSG00000179144,ENSG00000089009,ENSG00000164587,ENSG00000143947,ENSG00000163682,ENSG00000142546,ENSG00000142541,ENSG00000182446,ENSG00000171853,ENSG00000162980,ENSG00000168010,ENSG00000064999,ENSG00000143258,ENSG00000108840,ENSG00000172164,ENSG00000122515,ENSG00000068383,ENSG00000116649,ENSG00000138246,ENSG00000095787,ENSG00000088726,ENSG00000148341,ENSG00000196182,ENSG00000175984,ENSG00000119965,ENSG00000148700,ENSG00000138041,ENSG00000129353,ENSG00000116199,ENSG00000163902,ENSG00000011258,ENSG00000117592,ENSG00000186635,ENSG00000144224,ENSG00000081307,ENSG00000156515,ENSG00000196459,ENSG00000151893,ENSG00000125970,ENSG00000205937,ENSG00000122299,ENSG00000060339,ENSG00000119280,ENSG00000147400,ENSG00000250878,ENSG00000132912,ENSG00000042753,ENSG00000012817,ENSG00000241859,ENSG00000229308,ENSG00000170315,ENSG00000067048,ENSG00000223609,ENSG00000154620,ENSG00000183878,ENSG00000129824,ENSG00000198692,ENSG00000071051,ENSG00000101412,ENSG00000173598,ENSG00000137449,ENSG00000138867,ENSG00000162722,ENSG00000183688,ENSG00000161013,ENSG00000125898,ENSG00000166165,ENSG00000146858,ENSG00000273117,ENSG00000107816,ENSG00000179632,ENSG00000196715,ENSG00000231437,ENSG00000152620,ENSG00000111275,ENSG00000240207,ENSG00000112195,ENSG00000158985,ENSG00000168936,ENSG00000166428,ENSG00000102030,ENSG00000188542,ENSG00000136003,ENSG00000140254,ENSG00000159346,ENSG00000184702,ENSG00000254087,ENSG00000118816,ENSG00000060138,ENSG00000129003,ENSG00000043093,ENSG00000103363,ENSG00000174718,ENSG00000170906,ENSG00000214194,ENSG00000174021,ENSG00000197747,ENSG00000116717,ENSG00000267279,ENSG00000185222,ENSG00000177105,ENSG00000162244,ENSG00000174111,ENSG00000196154,ENSG00000156482,ENSG00000174442,ENSG00000155629,ENSG00000128815,ENSG00000171100,ENSG00000125107,ENSG00000158290,ENSG00000121741,ENSG00000136536,ENSG00000136167,ENSG00000106144,ENSG00000048052,ENSG00000066777,ENSG00000064102,ENSG00000204084,ENSG00000125166,ENSG00000113595,ENSG00000069248,ENSG00000174799,ENSG00000147065,ENSG00000141446,ENSG00000138468,ENSG00000118564,ENSG00000028203,ENSG00000145743,ENSG00000156599,ENSG00000176018,ENSG00000075884,ENSG00000164329,ENSG00000147394,ENSG00000153071,ENSG00000082213,ENSG00000147251,ENSG00000080802,ENSG00000152520,ENSG00000108264,ENSG00000113851,ENSG00000073849,ENSG00000110321,ENSG00000157106,ENSG00000035403,ENSG00000100601,ENSG00000198898,ENSG00000151552,ENSG00000094841,ENSG00000152700,ENSG00000096401,ENSG00000138398,ENSG00000172500,ENSG00000168259,ENSG00000183291,ENSG00000085662,ENSG00000171928,ENSG00000115307,ENSG00000128245,ENSG00000159840,ENSG00000126768,ENSG00000166171,ENSG00000119718,ENSG00000122566,ENSG00000065911,ENSG00000175854,ENSG00000167460,ENSG00000146007,ENSG00000169062,ENSG00000177981,ENSG00000123739,ENSG00000047648,ENSG00000168734,ENSG00000143158,ENSG00000124733,ENSG00000197461,ENSG00000128294,ENSG00000143321,ENSG00000183172,ENSG00000105701,ENSG00000185340,ENSG00000166337,ENSG00000151693,ENSG00000180448,ENSG00000108100,ENSG00000131188,ENSG00000123091,ENSG00000238683,ENSG00000180354,ENSG00000130958,ENSG00000103187,ENSG00000235609,ENSG00000205309,ENSG00000078369,ENSG00000187231,ENSG00000124535,ENSG00000103266,ENSG00000197451,ENSG00000157837,ENSG00000102572,ENSG00000013016,ENSG00000090238,ENSG00000197879,ENSG00000004866,ENSG00000119242,ENSG00000124831,ENSG00000066044,ENSG00000167705,ENSG00000129292,ENSG00000135776,ENSG00000068831,ENSG00000078140,ENSG00000156052,ENSG00000100075,ENSG00000077454,ENSG00000072518,ENSG00000011304,ENSG00000107372,ENSG00000188986,ENSG00000118508,ENSG00000159069,ENSG00000064961,ENSG00000227165,ENSG00000159692,ENSG00000175416,ENSG00000236279,ENSG00000089820,ENSG00000084093,ENSG00000138709,ENSG00000183963,ENSG00000104897,ENSG00000166501,ENSG00000173757,ENSG00000158109,ENSG00000080371,ENSG00000170035,ENSG00000152484,ENSG00000090975,ENSG00000162585,ENSG00000186111,ENSG00000257103,ENSG00000071054,ENSG00000093167,ENSG00000005249,ENSG00000184007,ENSG00000182463,ENSG00000109062,ENSG00000149923,ENSG00000163950,ENSG00000188677,ENSG00000120533,ENSG00000090061,ENSG00000169375,ENSG00000103316,ENSG00000253394,ENSG00000180914,ENSG00000054793,ENSG00000243797,ENSG00000176101,ENSG00000152795,ENSG00000158195,ENSG00000083520,ENSG00000143669,ENSG00000010278,ENSG00000115956,ENSG00000109906,ENSG00000135837,ENSG00000117289,ENSG00000226310,ENSG00000164258,ENSG00000133574,ENSG00000122694,ENSG00000100097,ENSG00000186469,ENSG00000066322,ENSG00000172172,ENSG00000000938,ENSG00000142875,ENSG00000064199,ENSG00000165672,ENSG00000236653,ENSG00000076067,ENSG00000059758,ENSG00000150995,ENSG00000089289,ENSG00000135148,ENSG00000150593,ENSG00000139597,ENSG00000164985,ENSG00000169919,ENSG00000066027,ENSG00000196230,ENSG00000175550,ENSG00000197971,ENSG00000090487,ENSG00000196704,ENSG00000185630,ENSG00000100568,ENSG00000148834,ENSG00000116478,ENSG00000110665,ENSG00000100982,ENSG00000102054,ENSG00000068308,ENSG00000105443,ENSG00000126756,ENSG00000233276,ENSG00000075415,ENSG00000182208,ENSG00000023902,ENSG00000028528,ENSG00000114738,ENSG00000113163,ENSG00000167110,ENSG00000140553,ENSG00000213246,ENSG00000136819,ENSG00000105698,ENSG00000065978,ENSG00000110958,ENSG00000132376,ENSG00000105254,ENSG00000169490,ENSG00000064201,ENSG00000102901,ENSG00000196776,ENSG00000137486,ENSG00000166913,ENSG00000196924,ENSG00000160789,ENSG00000143595,ENSG00000168067,ENSG00000198873,ENSG00000138434,ENSG00000169925,ENSG00000125835,ENSG00000129691,ENSG00000143543,ENSG00000167641,ENSG00000177885,ENSG00000167797,ENSG00000067900,ENSG00000006007,ENSG00000198900,ENSG00000090372,ENSG00000022277,ENSG00000091317,ENSG00000128309,ENSG00000125753,ENSG00000010810,ENSG00000164116,ENSG00000112146,ENSG00000141867,ENSG00000113758,ENSG00000095321,ENSG00000146540,ENSG00000022840,ENSG00000137312,ENSG00000150977,ENSG00000140983,ENSG00000105711,ENSG00000172725,ENSG00000099622,ENSG00000182054,ENSG00000158457,ENSG00000172889,ENSG00000105329,ENSG00000134548,ENSG00000187741,ENSG00000173511,ENSG00000151327,ENSG00000154556,ENSG00000265844,ENSG00000105669,ENSG00000187554,ENSG00000174456,ENSG00000162174,ENSG00000101460,ENSG00000186470,ENSG00000104412,ENSG00000174780,ENSG00000142534,ENSG00000132475,ENSG00000122378,ENSG00000164327,ENSG00000151353,ENSG00000256525,ENSG00000147124,ENSG00000164022,ENSG00000115738,ENSG00000123609,ENSG00000185339,ENSG00000078304,ENSG00000189343,ENSG00000136450,ENSG00000129810,ENSG00000156384,ENSG00000089327,ENSG00000197620,ENSG00000184117,ENSG00000198937,ENSG00000100028,ENSG00000131732,ENSG00000198837,ENSG00000163125,ENSG00000115355,ENSG00000179295,ENSG00000158850,ENSG00000103490,ENSG00000160593,ENSG00000111247,ENSG00000100911,ENSG00000115524,ENSG00000109270,ENSG00000129197,ENSG00000132109,ENSG00000100417,ENSG00000105171,ENSG00000042493,ENSG00000108094,ENSG00000102241,ENSG00000163754,ENSG00000141101,ENSG00000185246,ENSG00000266714,ENSG00000062716,ENSG00000101150,ENSG00000026751,ENSG00000120437,ENSG00000100823,ENSG00000108591,ENSG00000104972,ENSG00000048707,ENSG00000132591,ENSG00000008130,ENSG00000148572,ENSG00000132386,ENSG00000133048,ENSG00000149089,ENSG00000107201,ENSG00000130150,ENSG00000155229,ENSG00000151500,ENSG00000117360,ENSG00000130948,ENSG00000049323,ENSG00000140830,ENSG00000165731,ENSG00000166681,ENSG00000102100,ENSG00000104324,ENSG00000143226,ENSG00000113761,ENSG00000176014,ENSG00000169429,ENSG00000147416,ENSG00000131966,ENSG00000171044,ENSG00000161011,ENSG00000101558,ENSG00000148334,ENSG00000135334,ENSG00000147443,ENSG00000186480,ENSG00000137198,ENSG00000121848,ENSG00000128989,ENSG00000009790,ENSG00000092820,ENSG00000245008,ENSG00000243335,ENSG00000170113,ENSG00000169908,ENSG00000198918,ENSG00000163220,ENSG00000112367,ENSG00000172809,ENSG00000187164,ENSG00000063978,ENSG00000166181,ENSG00000160213,ENSG00000183508,ENSG00000115750,ENSG00000014257,ENSG00000162434,ENSG00000103495,ENSG00000169704,ENSG00000171863,ENSG00000106211,ENSG00000167996,ENSG00000163041,ENSG00000108055,ENSG00000135709,ENSG00000272047,ENSG00000177954,ENSG00000104907,ENSG00000224805,ENSG00000269028,ENSG00000126267,ENSG00000001036,ENSG00000167863,ENSG00000114779,ENSG00000197779,ENSG00000184674,ENSG00000131747,ENSG00000171611,ENSG00000171148,ENSG00000144677,ENSG00000205581,ENSG00000101236,ENSG00000109458,Group
3,2,3,2,3,3,2,5,3,5,2,2,5,3,3,3,2,2,2,3,3,3,2,3,3,3,3,2,3,2,5,2,3,3,2,2,5,5,5,3,2,2,3,2,5,3,3,5,2,2,2,2,2,2,5,2,2,5,5,5,2,3,3,3,2,0,2,2,2,2,2,2,2,0,0,0,0,0,2,0,2,3,0,2,5,2,5,5,5,5,3,5,0,2,2,2,0,0,2,0,0,0,0,2,2,4,0,0,0,0,3,2,3,0,2,2,5,2,3,2,2,2,2,2,2,2,3,0,2,0,0,4,0,0,0,3,2,0,2,2,4,3,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,2,0,2,0,0,3,0,3,2,2,3,2,4,2,3,2,2,2,3,3,2,2,0,2,3,0,4,3,0,0,2,0,2,0,2,3,4,0,2,2,0,0,0,0,2,2,4,2,2,2,2,0,0,0,3,2,3,3,0,2,2,0,2,5,0,3,2,5,0,3,0,0,2,3,3,3,3,3,3,2,3,0,2,2,2,2,4,2,2,3,2,3,2,3,2,2,3,3,2,3,2,2,3,0,2,2,0,2,0,2,0,2,2,2,0,2,2,2,0,0,0,2,2,0,2,0,2,0,2,0,0,2,0,2,3,2,0,0,0,0,2,0,2,2,0,3,0,0,0,0,2,2,0,0,2,0,0,0,3,2,2,0,0,2,2,2,3,3,0,2,2,0,2,3,2,0,0,2,0,0,0,2,5,3,2,3,4,5,0,2,3,0,2,2,2,3,2,2,2,3,2,0,3,0,0,2,2,3,0,2,0,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,0,2,3,4,3,0,2,2,2,2,2,0,2,3,2,3,3,2,2,2,2,2,3,2,5,3,2,2,2,2,2,2,3,0,3,2,3,2,3,2,3,2,3,2,0,2,2,2,2,2,0,0,2,2,2,2,2,0,2,3,2,2,2,2,2,0,0,2,0,0,3,2,2,2,0,3,3,3,5,5,0,2,2,0,0,3,3,3,0,3,2,0,0,2,5,0,2,0,2,0,0,0,3,2,0,2,4,0,5,4,2,2,0,2,2,3,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,0,2,2,2,2,0,0,2,2,2,3,2,0,3,0,2,2,0,0,2,2,3,0,3,3,0,3,3,2,2,2,2,3,3,0,0,0,0,2,5,2,3,3,2,2,2,0,2,2,3,0,2,5,0,2,2,3,2,0,5,2,2,3,3,2,2,0,0,0,0,2,2,2,2,2,0,HC
3,2,3,3,3,2,2,3,3,3,2,2,4,3,3,3,2,2,1,3,2,3,2,3,2,2,3,2,2,3,4,1,2,3,2,2,4,4,4,3,2,2,2,2,4,3,3,4,2,2,1,2,2,2,5,2,2,4,5,5,3,3,3,3,3,0,3,3,3,3,3,3,3,1,3,2,2,0,2,0,3,3,1,3,4,1,3,5,5,5,2,5,0,1,2,2,1,1,2,1,2,2,0,2,3,4,0,3,2,2,4,3,5,1,3,2,5,3,3,1,4,3,0,2,2,3,3,2,3,2,3,3,0,0,0,3,0,2,0,0,0,0,1,1,1,0,2,1,0,1,0,0,0,1,0,2,0,0,1,2,1,1,3,0,0,1,0,3,0,4,3,3,3,3,3,3,3,2,2,2,3,3,2,3,2,1,3,0,3,3,2,2,2,3,3,3,2,2,5,2,3,2,1,2,1,1,3,2,5,2,3,3,2,1,2,0,3,3,5,5,1,3,2,1,3,4,2,5,2,5,1,5,1,2,2,3,3,2,2,3,3,2,3,2,3,2,3,2,4,3,3,4,2,2,2,3,2,2,3,3,3,3,2,2,2,1,2,3,2,2,0,3,0,2,2,2,1,2,2,2,1,0,0,2,3,2,0,2,3,2,3,0,1,3,0,3,3,2,1,0,1,1,2,0,3,2,1,3,0,1,0,0,0,2,0,1,3,0,0,0,3,2,2,0,0,3,3,2,4,4,0,1,2,2,4,2,2,2,2,3,0,1,0,1,3,3,2,3,5,5,2,2,4,1,3,0,2,3,2,2,2,3,3,1,3,0,1,2,3,3,2,3,2,3,2,2,2,2,2,2,2,2,2,4,3,2,3,2,3,2,3,4,3,2,3,3,1,1,2,3,2,3,1,3,3,2,2,2,2,3,3,3,3,4,3,2,2,2,2,2,2,3,2,1,2,2,3,2,3,2,3,3,1,2,3,3,2,2,1,2,2,3,1,2,0,1,1,3,2,3,1,1,3,0,1,2,2,1,3,2,2,0,0,3,2,3,4,5,2,2,1,1,1,2,3,3,1,3,2,1,0,0,5,0,1,2,3,1,1,2,2,2,2,1,3,0,3,4,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,1,0,2,2,2,2,2,3,3,2,5,3,0,4,0,3,3,1,0,4,3,4,0,3,3,0,3,3,2,3,2,3,3,3,0,1,1,1,1,3,2,3,2,2,2,2,1,1,2,3,0,2,3,2,3,2,3,2,2,5,2,2,3,3,2,3,1,1,2,2,2,3,3,3,2,1,HC
2,2,3,3,3,2,2,4,3,3,1,2,4,3,2,3,2,2,1,2,2,1,2,2,2,2,2,2,2,1,4,2,1,2,1,1,4,4,4,2,2,1,1,1,4,2,2,4,2,0,1,1,1,1,4,2,2,4,5,5,2,3,3,3,3,0,4,4,3,4,3,4,3,0,4,0,0,0,0,0,3,3,1,3,4,1,4,5,5,4,3,5,0,1,2,2,0,1,2,1,1,0,1,2,3,5,0,2,2,0,4,3,5,1,2,3,5,2,3,0,4,3,0,2,2,3,3,2,3,1,2,3,0,0,0,3,0,0,0,0,0,0,1,0,0,2,1,0,0,2,1,0,0,1,0,1,0,0,0,1,1,1,3,0,0,0,1,3,0,5,3,2,2,2,4,2,3,2,2,2,2,2,2,3,0,0,2,0,3,3,2,2,3,1,2,2,2,2,4,2,2,2,2,2,0,1,1,2,5,1,3,3,2,0,0,1,3,1,5,5,0,3,2,2,2,4,2,5,2,5,0,5,0,0,0,2,2,2,2,2,2,2,2,2,3,2,2,2,4,2,3,5,2,2,2,3,2,2,2,3,2,3,2,3,2,1,2,3,0,2,0,3,0,2,2,1,0,2,2,2,2,0,0,2,3,2,2,2,3,2,2,0,0,3,1,2,3,2,0,1,0,2,2,0,3,0,2,4,1,0,1,1,1,2,1,0,4,2,1,0,3,2,2,0,0,2,2,1,4,4,2,1,1,1,4,2,2,2,2,3,1,0,0,1,3,2,1,3,4,5,1,2,3,0,2,1,2,3,1,0,2,2,4,0,2,0,0,2,2,2,2,2,1,2,2,2,2,2,2,1,0,2,2,4,2,2,3,2,2,2,2,4,2,2,3,2,1,2,2,2,2,2,2,3,3,1,2,2,2,3,3,3,3,4,3,2,3,2,3,2,2,2,2,2,2,0,4,2,3,2,2,3,1,2,2,2,2,2,1,2,1,3,1,2,0,1,2,3,0,2,1,1,3,0,0,2,0,2,2,2,2,0,1,2,2,2,4,4,0,2,1,0,0,2,2,2,0,2,2,1,0,1,4,0,0,1,2,1,2,0,2,2,2,0,2,0,3,4,2,1,0,1,2,2,2,2,0,0,2,2,2,1,1,1,1,2,2,2,1,1,0,0,0,2,2,1,1,1,1,2,4,2,0,4,1,2,2,0,0,2,3,4,0,3,4,0,3,2,2,3,2,3,3,3,0,0,0,0,1,2,2,3,2,2,2,2,1,1,0,3,0,2,4,2,3,2,2,2,1,5,2,2,3,4,2,2,1,1,0,0,2,3,3,3,2,1,HC
3,3,3,3,3,3,2,3,3,5,2,2,5,3,3,3,3,2,2,3,2,2,3,2,3,3,3,2,2,2,5,1,2,3,2,2,5,5,5,3,2,2,2,2,5,3,3,5,2,2,2,2,2,1,5,2,2,5,5,5,2,3,3,3,2,0,2,2,2,2,3,2,2,1,2,2,1,1,1,0,3,2,1,2,5,2,4,5,5,5,3,5,1,1,3,2,0,0,1,1,1,1,1,2,2,5,1,1,2,1,4,2,3,0,2,2,5,2,3,2,2,3,2,2,2,1,3,1,3,2,2,3,1,0,1,4,1,1,1,0,1,1,1,0,1,0,1,1,0,2,1,1,0,0,0,2,1,1,1,1,1,0,3,0,1,1,0,3,0,4,3,3,3,3,3,2,3,1,2,2,2,2,2,3,1,1,3,1,3,3,2,1,2,1,1,2,2,2,3,0,1,2,2,2,1,0,1,2,4,2,2,2,2,1,0,0,3,2,3,5,1,2,1,1,2,5,1,4,2,5,0,5,1,2,2,2,3,2,3,3,2,2,3,1,3,2,2,2,4,2,3,5,2,2,2,3,3,2,2,3,2,3,2,2,3,1,1,2,2,2,0,2,1,2,2,2,1,2,1,2,2,1,0,2,2,1,1,1,1,1,2,1,1,3,1,3,4,1,2,1,1,1,1,1,3,2,1,3,1,1,1,1,1,2,0,1,2,1,1,1,3,2,2,1,0,2,3,2,4,3,1,1,2,2,3,2,2,1,1,2,1,1,1,2,4,3,2,3,5,5,2,2,4,1,2,1,2,3,1,2,2,2,3,1,2,0,1,2,2,2,2,2,1,2,2,1,2,2,1,1,2,2,2,5,2,2,2,2,2,2,3,5,3,1,3,2,1,2,2,1,2,3,2,2,3,2,2,2,2,2,3,3,4,3,3,2,2,2,2,1,2,1,3,2,3,2,5,1,3,2,2,3,1,2,2,2,3,2,1,2,2,2,2,2,2,1,2,3,2,3,2,2,3,1,0,3,0,1,3,2,2,1,1,3,1,2,5,5,1,2,1,1,0,3,2,3,1,2,3,0,1,1,5,1,1,1,2,1,1,2,2,2,2,1,3,0,3,4,1,1,1,1,1,3,1,1,1,1,2,1,2,1,1,2,2,2,1,2,2,1,1,1,1,1,2,2,1,1,2,2,4,1,0,4,1,2,2,1,1,2,2,3,0,3,3,1,3,3,2,2,2,3,4,3,1,1,0,0,1,3,2,3,3,1,1,2,1,1,1,3,1,3,4,2,3,2,4,2,2,5,1,2,4,3,1,2,1,1,1,1,2,2,3,2,2,0,HC
2,2,2,2,3,2,2,3,3,4,2,2,5,3,2,3,2,2,2,2,2,2,2,2,2,3,3,2,2,2,5,2,2,2,2,2,5,5,5,2,2,2,2,1,5,3,3,5,2,2,2,2,2,1,5,2,2,5,5,5,2,2,3,3,2,0,2,2,2,2,2,2,2,0,2,2,1,0,1,0,3,3,1,2,5,2,4,5,5,5,3,5,0,1,2,1,1,0,1,1,2,1,0,0,2,5,0,2,2,0,3,1,3,0,2,2,5,2,3,0,2,2,1,3,2,1,2,0,3,1,2,5,0,0,0,5,0,2,1,0,0,0,1,0,1,0,0,1,0,2,1,0,1,0,0,1,1,1,0,1,0,0,2,0,2,2,1,4,0,3,3,3,2,2,3,2,3,0,2,2,3,2,3,3,1,1,3,0,3,3,1,0,2,2,2,0,2,2,3,0,2,2,1,2,0,0,0,2,5,2,2,1,1,1,0,1,2,2,3,5,0,2,1,1,2,5,0,4,1,5,0,4,1,1,0,2,2,2,2,2,2,1,3,2,3,3,3,3,4,1,4,5,2,2,2,3,3,2,3,3,2,3,2,3,3,1,2,2,1,2,0,2,0,2,2,2,0,2,2,2,1,0,0,2,3,1,1,1,2,2,2,0,1,2,0,3,4,2,1,1,0,1,2,0,3,2,2,4,0,1,1,1,0,2,0,1,3,0,1,1,3,2,2,1,1,2,2,2,5,3,0,2,2,2,4,2,2,2,2,2,0,1,0,1,3,2,0,2,5,5,1,2,3,1,2,1,2,3,1,1,2,2,2,0,1,0,1,1,1,2,2,2,1,3,1,2,2,2,2,1,1,2,3,5,1,2,2,2,1,2,3,5,2,1,3,2,0,2,3,2,3,3,2,3,2,2,2,2,2,2,3,3,4,5,3,2,3,2,2,2,2,2,2,3,2,2,3,1,3,2,3,2,1,2,2,2,3,2,2,2,2,2,2,2,0,2,2,3,2,3,2,3,2,0,0,2,0,2,3,2,2,2,0,3,2,2,5,5,0,0,0,0,0,2,2,3,0,2,3,0,0,1,5,0,0,1,2,0,1,0,2,2,0,1,3,0,3,3,1,2,0,0,2,3,0,1,2,0,2,1,2,0,0,1,2,1,0,2,1,0,1,1,0,1,0,0,1,2,1,2,4,2,0,5,0,2,2,0,2,1,1,4,0,3,3,0,3,3,2,3,2,3,3,2,1,0,0,0,1,3,0,3,0,0,0,2,0,1,0,2,0,4,4,2,3,2,3,3,2,5,1,2,5,4,2,2,1,1,0,0,2,3,3,3,2,0,HC
3,2,3,2,3,2,2,4,3,4,2,2,4,3,3,3,3,2,2,3,2,3,2,3,2,3,4,2,2,2,5,1,1,3,2,2,5,5,5,3,2,2,3,2,5,3,3,4,2,2,2,1,2,2,5,2,2,5,5,5,2,3,3,3,2,0,3,2,3,2,3,2,3,0,2,2,0,0,0,0,3,3,0,2,5,2,4,5,5,5,3,5,0,1,2,0,0,0,2,0,0,2,0,2,2,5,0,2,2,0,4,2,3,0,2,2,5,2,3,1,3,2,0,3,2,2,2,0,3,2,2,4,0,0,0,4,2,2,2,2,4,4,1,0,0,0,0,1,0,3,0,0,0,0,0,2,0,0,1,2,0,0,2,0,1,0,0,3,0,4,4,3,3,2,3,2,3,2,2,2,3,3,2,3,2,2,3,0,4,3,0,0,0,1,2,1,2,2,3,1,0,1,0,0,0,0,0,2,4,2,2,2,0,0,0,0,3,2,4,4,0,2,0,1,2,5,0,4,0,5,0,4,1,0,2,3,3,3,2,3,2,2,2,2,3,3,3,2,4,2,4,5,2,2,2,4,3,3,3,4,3,4,2,2,4,2,2,2,2,2,0,2,0,2,2,2,0,2,2,2,2,0,1,2,3,2,1,2,3,2,3,0,0,2,0,3,3,1,1,2,0,0,0,0,4,2,2,4,0,0,0,2,1,2,0,0,3,1,0,0,3,2,2,0,0,2,2,2,4,4,0,2,2,2,4,2,2,0,1,2,0,0,0,0,3,3,0,2,5,5,0,2,4,0,3,0,3,3,1,2,2,3,2,0,2,0,0,0,2,3,0,2,2,2,2,2,2,3,2,2,2,2,2,5,2,2,1,3,2,2,3,5,3,2,3,2,2,0,2,2,2,3,3,3,3,2,2,2,2,3,4,3,4,5,4,2,3,2,2,2,2,1,3,3,3,2,3,2,3,2,3,3,2,2,2,3,2,2,2,3,2,2,3,2,2,2,2,4,3,3,3,3,3,0,0,3,0,0,3,2,2,2,0,3,2,3,5,5,0,0,1,0,0,2,3,2,1,2,2,0,0,0,5,0,2,0,2,0,0,0,2,2,1,2,4,0,4,3,1,2,0,0,2,4,2,1,2,0,0,2,2,0,1,2,2,2,0,1,1,2,0,2,0,0,2,0,0,2,1,2,4,2,0,4,0,2,3,0,0,3,2,4,0,4,3,0,4,4,2,3,3,3,3,3,0,0,0,0,1,4,2,3,2,0,2,2,0,2,0,3,0,4,4,2,4,3,3,3,1,5,1,2,3,4,2,2,0,1,1,0,3,3,4,3,3,0,HC
3,2,3,2,3,2,2,4,3,4,2,2,4,3,3,3,2,2,2,3,2,3,2,3,2,3,4,2,2,2,5,1,2,2,2,2,4,5,5,3,2,2,3,2,5,3,3,4,2,2,2,1,2,2,5,2,2,4,5,5,2,3,3,3,2,0,2,2,3,2,3,2,2,0,2,1,0,0,1,0,3,3,0,3,5,2,4,5,5,4,3,5,0,1,2,2,0,0,2,0,0,1,0,1,2,5,1,2,1,0,3,2,3,0,2,2,5,2,3,0,3,2,1,3,2,2,2,1,3,1,1,4,0,0,0,4,1,1,2,1,4,3,1,0,0,0,0,1,0,3,1,0,0,0,0,2,0,0,1,2,1,0,2,0,2,1,0,3,0,4,4,2,3,3,3,2,3,1,2,1,3,3,2,3,1,2,3,0,3,3,0,1,1,1,1,0,1,2,3,0,1,1,0,1,0,0,0,2,4,1,2,1,0,0,0,0,3,1,3,4,0,2,1,0,2,4,1,4,1,5,0,4,1,0,1,2,3,3,3,3,3,2,3,2,4,3,2,3,4,2,3,5,2,2,3,3,3,3,3,3,3,4,2,3,4,1,2,2,2,2,0,2,0,2,2,2,0,3,2,1,2,1,0,2,2,2,1,1,3,2,2,0,1,2,0,3,3,2,1,1,1,0,1,0,3,3,3,3,0,2,1,2,1,1,0,0,3,1,1,0,3,1,2,1,0,2,2,2,4,3,0,2,2,1,4,2,2,0,1,2,0,1,0,1,3,3,0,2,5,5,1,2,3,0,2,1,3,3,1,2,2,3,2,0,2,0,1,1,2,3,1,1,1,2,2,2,2,3,2,2,2,2,2,5,2,3,2,2,2,2,3,5,3,2,3,2,2,2,2,2,2,3,2,3,3,2,3,2,3,3,3,3,4,5,3,2,3,3,2,2,3,1,3,3,3,2,3,2,2,3,3,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,4,3,3,3,3,2,1,0,2,0,0,3,2,2,2,1,3,2,3,4,5,0,1,1,0,0,2,2,2,1,2,3,0,0,1,5,0,1,0,2,1,1,0,2,2,1,2,3,0,4,3,1,1,0,1,2,3,0,0,2,1,0,1,3,1,1,2,2,2,1,1,1,2,1,0,1,1,1,0,0,2,1,2,4,2,0,4,0,2,2,0,0,1,2,3,0,3,3,0,3,4,2,3,3,3,3,3,1,0,0,0,1,3,2,3,2,0,1,2,0,0,1,3,1,4,4,3,4,2,3,2,1,5,2,2,3,3,2,2,1,0,0,1,3,3,3,3,3,0,HC
